Codigo,Tipo,Nombre,Dir,Ciudad,Prov,CP,Tel
E5093,34.0,BIOVITRUM,SE-112 76 STOCKHOLM, , ,, 
E5095,46.0,MONARCH PHARMACEUTICALS IRELAND LIMITED,"ALEXANDRA HOUSE, THE SWEEPSTAKES", , ,, 
E5096,47.0,LABORATORIOS ADAMED SP. Z.O.O.,PIENKÓW,CZOSNÓW, ,05-15,227327897
E5097,12.0,DR. WILLMAR,WILLMAR-SCHWABE-STRAßE,KARLSRUHE, ,76227, 
E5099,34.0,SBL VACCIN,GUNNAR ASPLUNDS ALLÉ 16,SOLNA, ,SE-17, 
E5100,5.0,GTC BIOTHERAPEUTICS,10 NORWICH STREET,LONDRES, ,EC4A,
E5101,46.0,ELAN,MONKSLAND,ATHLONE,COUNTY WESTMEATH,, 
E5103,1.0,SSL HEALTHCARE BRANDS,C    MARINA,BARCELONA,BARCELONA,08005,932957100
E5104,29.0,BIOGLAN,PO BOX 50310,MALMÖ,SWEDEN,SE-20, 
E5105,1.0,HIGIFAR,C    RESINA,MADRID,MADRID,28021,914660894
E5106,1.0,DISNADIET,C/   VALLADOLID,HUMANES,MADRID,28970,916158109
E5107,1.0,CRUCELL SPAIN,PASEO DE LA CASTELLANA,MADRID,MADRID,28046,915716890
E5108,1.0,FRIDDA DORSCH,C    HERVIDERO,SAN AGUSTIN DE GUADALIX,MADRID,28750,918489005
E5110,1.0,TERLEX 2007,C    L'EMPORDA,SANT QUIRZE DEL VALLES,BARCELONA,08192,937219562
E5111,12.0,MEDICE ARZNEIMITTEL,C    KUHLOWEG,ISERLOHN, ,58638, 
E5113,1.0,GALIUX PHARMA,C    SOR ANGELA DE LA CRUZ,MADRID,MADRID,28020,915791247
E5114,1.0,FITODIS,C    LAGUNA DEL MARQUESADO,MADRID,MADRID,28021,913015508
E5115,1.0,OTC MASTER,PZA  EUROPA,HOSPITALET DE LLOBREGAT,BARCELONA,08908,934099040
E5116,1.0,CONATAL,AVDA REQUEJO,ZAMORA,ZAMORA,49022,980519518
E5117,5.0,CADUCEUS PHARMA,94 WIGMORE STREET 6TH FLOOR, ,LONDON,W1U 3, 
E5120,1.0,NUTRICION CENTER NC S.L.U.,C    PALACIOS,HUELVA,HUELVA,21001,959250101
E5122,1.0,SALUS FLORADIX,AVDA DEL PLA DEL MESELL,EL CAMPELLO,ALICANTE,03560,965637004
E5123,1.0,CALECO PHARMA EUROPE,AVDA DIAGONAL,BARCELONA,BARCELONA,08017, 
E5124,12.0,MIBE,C    OTTO SCHOTT,JENA, ,07745, 
E5126,1.0,MARIA DIET,C    ANDALUCIA,SEGORBE,CASTELLÓN,12400,964132066
E5127,1.0,ELADIET,C    PONENT,LA PALMA DE CERVELLO,BARCELONA,08756,936720669
E5128,1.0,NEOVITAL,AVD  GENERALITAT,PALLEJA,BARCELONA,08780,966633877
E5129,1.0,OTC MASTER PHARMACEUTICAL CARE,C    CONCHITA SUPERVIA,BARCELONA,BARCELONA,08028, 
E5130,1.0,SILICIUM ESPAÑA,C    CERVIAGO,TINEO,ASTURIAS,33875,985511126
E5131,1.0,PETNET SOLUCIONES,RONDA DE EUROPA,TRES CANTOS,MADRID,28760,915147476
E5133,1.0,RED PET IBERIA,CRTA CHIRIVELLA-ALDAYA,ALDAYA,VALENCIA,46960,961988354
E5134,1.0,OXIPHARMA,POLIGONO INDUSTRIAL LENTISCARES,NAVARRETE,LA RIOJA,26370,941441060
E5135,1.0,ADVANCED ACCELERATOR APPLICATIONS IBERICA,C/   EDUARD MARISTANY 430-432,BADALONA,BARCELONA,08918,934693160
E5136,1.0,"ANOTACIONES FARMACEUTICAS, S.L.","CTRA DE SANT CUGAT A RUBI, KM 1",SANT CUGAT DEL VALLES,BARCELONA,08174,935903166
E5137,,DISTROSUR,POLÍGONO TECNOLÓGICO OGIJARES,OGIJARES,GRANADA,18151,
E5140,1.0,INKEYSA S.A.,JUAN  XXIII,ESPLUGAS  DE  LLOBREGAT,BARCELONA,08950,934809911
E5141,1.0,ADIENNE,PASSEIG DEL CANAL 5 - LOCAL 4,SANT FELIU DE LLOBREGAT,BARCELLONA,08980,936662561
E5142,12.0,NOVOSIS AG,RING CARL-FEICHTNER,MIESBACH, ,, 
E5144,5.0,TMC PHARMA,FLEET ROAD,HARTLEY WINTNEY,HAMPSHIRE,RG27,
E5146,5.0,PHARM V SOLUTIONS LTD,CTRA PINNER,NORTH HARROW,MIDDLESEX,, 
E5147,15.0,DREHM PHARMA GMBH,HIETZINGER HAUPTSTRASSE,VIENNA,VIENNA,A-113, 
E5148,12.0,INSIGHT AGENTS,RINGSTRASSE,HEIDELBERG, ,69115, 
E5150,42.0,PRIMEX PHARMACEUTICALS OY,HERNESAARENRANTA,HELSINKI, ,00150, 
E5151,1.0,RINTER CORONA,C    BURDEOS,PONFERRADA,LEON,24400,987428119
E5152,6.0,GENOPHARM,2 RUE NIELS BOHR. BAT 4B,SAINT THIBAULT DES VIGNES,FRANCIA,F-774,900943305
E5153,46.0,OLYMPUS BIOTECH,RAHEEN BUSINESS PARK,RAHEEN,LIMERICK,,
E5154,1.0,HEEL ESPAÑA,C    MADROÑO,COLMENAR VIEJO,MADRID,28770,918473910
E5155,15.0,SANOCHEMIA PHARMAZEUTIKA AG,BOLTZMANNGASSE,VIENA, ,A-109, 
E5156,12.0,ECKERT & ZIEGLER RADIOPHARMA,C    ROBERT-RÖSSLE,BERLIN, ,D-131,.
E5157,1.0,NUTRITION & SANTE IBERIA,C    PASSEIG DE GRACIA,BARCELONA,BARCELONA,08007,
E5159,1.0,NOVARTIS VACCINES AND DIAGNOSTICS,GRAN VIA DE LES CORTS CATALANES,BARCELONA,BARCELONA,08013,933064200
E5160,17.0,OMRIX,LEONARDO DA VINCI LAAN,DIEGEM, ,B-183,
E5162,6.0,CIS BIO INTERNACIONAL,B.P. 32,SACLAY,FRANCIA,,
E5163,1.0,COBAS,C    PERFUMERÍA,COLMENAR VIEJO,MADRID,28770,918475077
E5164,1.0,ESTEVE TEIJIN HEALTHCARE,AV MARE DE DEU DE MONTSERRAT,BARCELONA,BARCELONA,08041,934466000
E5165,12.0,SWISS CAPS GMBH,GRASSINGERSTRASSE,BAD AIBLING, ,D-830,49(0)8061/9010
E5166,1.0,PHARMADIET,BLANQUERS,BANYOLES,GIRONA,17820,934099040
E5167,17.0,TIGENIX,C/   ROMEINSE STRAAT,LEUVEN, ,03001,+3216396060
E5170,5.0,CARDIOME,OLD BROAD STREET, ,LONDRES,EC2N,900838447
E5171,1.0,SETONDA,TRAVESSERA DE GRACIA,BARCELONA,BARCELONA,08006,933624975
E5172,12.0,DR. AUGUST WOLFF,SUDBRACKSTRASSE,BIELEFED, ,D-336,+49052188080
E5176,6.0,APTALIS PHARMA,ROUTE DE BÛ,HOUDAN, ,78550,(+33)130461900
E5177,5.0,STD PHARMACEUTICAL PRODUCTS,PLOUGH LANE,HEREFORD, ,HR4 0,932152006
E5178,5.0,FOREST,,DARTFORD,KENT,DA2 6,
E5179,1.0,ABALON PHARMA,AVDA DE VALDELAPARRA,ALCOBENDAS,MADRID,28108,916572237
E5180,1.0,ASTREL PHARMA,VIA DE LAS DOS CASTILLAS,MADRID,MADRID,28224,917990910
E5181,1.0,ACTAVIS SPAIN,AVD. DE BURGOS,MADRID,MADRID,28036,916308645
E5182,5.0,PIRAMAL,WHALTON ROAD,MORPETH,NORTHUMBERLAND,NE61,
E5183,1.0,MEDICARE PHARMA,PASEO DE LA CASTELLANA,MADRID,MADRID,28046,918419086
E5187,17.0,TILMAN,Z.I. SUD 15,BAILLONVILLE, ,5377,
E5188,51.0,PHARMATHEN,DERVENAKION STR,PALLINI ATTIKIS,PALLINI ATTIKIS,GR-15,
E5189,7.0,PHARMACARE S.R.L.,VÍA  MARGHERA,MILAN, ,20149,
E5190,6.0,SEPTODONT,RUE DU PONT DE CRETEIL,SAINT-MAUR-DES-FOSSÉS CEDEX, ,94107,+33(0)149767000
E5191,5.0,REGENT MEDICAL LTD,"UNITY HOUSE, MEDLOCK STREET",OLDHAM,LANCASHIRE,OL1 3,
E5192,15.0,EBEWE PHARMA GMBH,MONDSEESTRASSE,UNTERACH,UNTERACH,4866,
E5193,6.0,LABORATOIRES CTRS,RUE DE L’EST,BOULOGNE-BILLANCOURT, ,92100,
E5194,1.0,AMIFAR,C/   SAN DIEGO,EL EJIDO,ALMERIA,04700,
E5195,1.0,OPKO,PL   EUROPA,L'HOSPITALET DE LLOBREGAT,BARCELONA,08908,934099040
E5196,1.0,VERSALYA PHARMA,C/   SAN RAFAEL, , ,,
E5197,5.0,RB PHARMACEUTICALS,103-105 BATH ROAD,SLOUGH,BERKSHIRE,SL1 3,
E5199,1.0,UMANUS PHARMACEUTICALS,C    PRADILLO,MADRID,MADRID,28002,608804117
E5200,1.0,SYNTHON HISPANIA,C    CASTELLO,SANT BOI DE LLOBREGAT,BARCELONA,08830,
E5201,1.0,MESOESTETIC,, , ,,
E5203,1.0,MOVIANTO ESPAÑA,C/   /HELENA RUBINSTEIN,GETAFE,MADRID,28906,
E5209,1.0,"BECTON DICKINSON, S.A.",CAMINO DE VALDEOLIVA,SAN AGUSTÍN DEL GUADALIX,MADRID,28750,918488100
E5210,1.0,"KOROTT, S.L.",C/   FILA BENIMERINES,ALCOY,ALICANTE,03801,966526550
E5211,1.0,AGUETTANT IBERICA S.L.,C/   BALDIRI REIXAC,BARCELONA,BARCELONA,08028,934033780
E5212,1.0,DECO PHARMA SERVICIOS LOGISTICOS,C/   LA LOBERA,SAN AGUSTÍN DE GUADALIX,MADRID,28750,918489534
E5213,1.0,INIBSA GINECOLOGIA S.A.,"CTRA. SABADELL A GRANOLLERS KM 14,5",LLIÇÀ DE VALL,BARCELONA,08185,
E5214,1.0,INTERCEPT PHARMA SPAIN S.L.U.,CL   PASEO DE LA CASTELLANA,MADRID,MADRID,28046,912 975 506
E5215,12.0,DENTSPLY DETREY GMBH,CL   DE-TREY-STRAßE,KONSTANZ, ,78467,
E5216,12.0,CHEMISCHE FABRIK KREUSSLER CO. GMBH,CL   RHEINGAUSTRAßE,WIESBADEN, ,65203,+49 61192710
E5219,46.0,HORIZON PHARMA IRELAND LIMITED,CL   BURLINGTON ROAD,DUBLIN, ,D04 C,
E5220,12.0,KNEIPP GMBH,CL   WINTERHÄUSER STR.,WÜRZBURG, ,D-970,
E5221,1.0,PERRIGO S.A,PL   XAVIER CUGAT,SANT CUGAT DEL VALLÈS,BARCELONA,08174,902889010
E5222,1.0,"MÖLNLYCKE HEALTH CARE, S.L.",AV.  DE LA VEGA,ALCOBENDAS,MADRID,28108,914841320
E5223,66.0,BELPHARMA S.A.,RUE ALBERT 1ER,LUXEMBURGO,GRAN DUCADO DE LUXEMBURGO,L-111,
E5224,1.0,"EUMEDICA PHARMACEUTICALS INDUSTRIES, S.L.",C/   PEÑA BRAVA,LLANERA,ASTURIAS,33192,985260504
E5225,1.0,"MENARINI CONSUMER HEALTHCARE, S.A.U.",C    GUIFRÉ,BADALONA,BARCELONA,08918,
E5226,1.0,THERAMEX HEALTHCARE SPAIN S.L.,C/   ALFONSO XII,MADRID,MADRID,28014,626606793
E5227,1.0,"ATREZIA LABORATORIOS, S.L.U.",VÍA DE LAS DOS CASTILLAS,POZUELO DE ALARCON,MADRID,28224,
E5228,1.0,"INTAS THIRD PARTY SALES 2005, S.L.","INTAS THIRD PARTY SALES 2005, S.L.",BARCELONA,BARCELONA,08039,933017351
E5229,24.0,APOTEX B.V.,KEIZERSGRACH,AMSTERDAM,AMSTERDAM,1016,
E7000,6.0,OTL PHARMA,RUE DE TURBIGO 15,PARIS,PARIS (FRANCIA),,144885929
E7010,5.0,EISAI LTD,HAMMERSMITH INTERNATIONAL CENTER 3 S,LONDON W6 8EE, ,, 
E7013,24.0,SYNTHON BV,MICROWEG,NIJMEGEN, ,,
E7017,7.0,TEOFARMA S.R.L.,VIA  F. LLI CERVI,VALLE SALIMBENE,PAVIA,27010,382422008
E7025,1.0,GOLDSHIELD PHARMACEUTICALS LTD,C/   HELENA RUBINSTEIN,GETAFE,MADRID,28906,916010172
E7031,1.0,ORION CORPORATION,C/   VELAZQUEZ,MADRID,MADRID,28002,915245751
E7032,1.0,INO THERAPEUTICS AB,C    BAILEN,BARCELONA,BARCELONA,08009,934767400
E7036,1.0,NORTON HEALTHCARE LTD,C/   PEZ VOLADOR,MADRID,MADRID,28007,
E7039,1.0,LABORATOIRE HRA PHARMA,C    DR. FLEMING,MADRID,MADRID,28036,902107428
E7043,34.0,MEDA AB,AVDA CASTILLA,SANFERNANDO DE HENARES,MADIRD,28830,916699300
E7044,1.0,NYCOMED PHARMA,AVDA DE EUROPA,POZUELO DE ALARCON,MADRID,28224,917140140
E7058,5.0,ARROW GENERICS LIMITED,"UNIT 2, EASTMAN WAY,",STEVENAGE,"HERTFORDSHIRE, SG1 4SZ",, 
E7063,6.0,MACO PHARMA,RUE  LORTHIOIS,MOUVAUX, ,59420,20118430
E7066,1.0,BIOMARIN EUROPE LTD,PUERTAS VERDES,SAN SEBASTIAN DE LOS REYES,MADRID,28707,
E7084,6.0,LABORATOIRE AGUETTANT,1 RUE ALEXANDER FLEMING - BOITE POSTALE 7144,LYON CEDEX 07, ,69353,
E7086,1.0,WORWAG PHARMA GMBH AND CO.KG,VIA AUGUSTA,BARCELONA,BARCELONA,08006,932385945
E7093,,MEDIS EHF,REYJAVIKUVEGUR,HAFNARFJORDUR, ,220, 
E7103,,NUCLEUS EHF,NAUSTANES, ,REYJAVIK,116, 
E7110,,LUNDBECK PHARMACEUTICALS IRELAND LTD,7 RIVERWALK,DUBLIN,DUBLIN,, 
E7111,1.0,AUROBINDO PHARMA LIMITED,AVD  DE LA INDUSTRIA,MADRID,MADRID,28100,916611653
E7115,12.0,ALFRED E. TIEFENBACHER (GMBH & CO KG),VAN-DER-SMISSEN-STRASSE,HAMBURGO, ,22767, 
E7117,5.0,SWAN POND INVESTMENTS LTD,50 LOTHIAN ROAD FESTIVAL SQUARE,"EDINBURGH, MIDLOTHIAN",ESCOCIA,, 
E7122,5.0,ACCORD HEALTHCARE LIMITED,PINNER ROAD,NORTH HARROW, ,, 
E7129,21.0,RADIOPHARMACY LABORATORY LTD,FODOR,BUDAPEST, ,H1224,
E7135,5.0,GENTIAN GENERICS LIMITED,5TH FLOOR CASTLE CHAMBERS, ,LIVERPOOL,, 
E7139,12.0,HELM PHARMACEUTICALS GMBH,NORDKANALSTRASSE,HAMBURGO, ,20097, 
E7140,5.0,MITHRIDATUM LIMITED,C    JERMYN,LONDRES, ,, 
E7147,5.0,ALCHEMIA LIMITED,86 JERMYN STREET,LONDON, ,SW1Y, 
E7149,5.0,SIGILLATA LIMITED,23 PARK ROYAL ROAD, ,LONDON,NW10, 
E7151,6.0,BIOCODEX,AVENUE GALLIENI,GENTILLY,GENTILLY,F-942,
E7153,5.0,ESP PHARMA LIMITED,5 BOURLET CLOSE, ,LONDON,W1W 7, 
E7154,5.0,INTAS PHARMACEUTICALS LTD,"SAGE HOUSE, 319 PINNER ROAD","NORTH HARROW, MIDDLESEX", ,HA1 4, 
E7164,12.0,HELM AG,NORDKANALSTR.,HAMBURGO,ALEMANIA,20097, 
E7165,5.0,CEFT LTD,"65, DELAMERE ROAD, HAYES, MIDDLESEX", ,REINO UNIDO,UB4 0, 
E7175,5.0,ASTRON RESEARCH LTD,SAGE HOUSE,NORTH HARROW,MIDDLESEX,HA1 4, 
E7176,,LAMBDA THERAPEUTICS LTD,, , ,, 
E7178,5.0,ORCHID EUROPE LIMITED,"BUILDING 3, CHISWICK PARK, 566 CHISWICK HIGH ROAD",CHISWICK,LONDON,W4 5Y, 
E7182,1.0,INDIVIOR UK LIMITED,CAMINO CERRO DE LOS GAMOS,POZUELO DE ALARCON,MADRID,28224,918062000
E7193,12.0,RENACARE NEPHROMED GMBH,WERRASTRASSE,HÜTTENBERG, ,35625,
E7207,6.0,ETHYPHARM,BUREAUX DE LA COLLINE, ,SAINT-CLOUD CEDEX,92213,
E7211,32.0,BILLEV PHARMA APS,ELMEGÅRDSVEJ,JÆGERSPRIS, ,3630,45 47 52 26 00
E7219,1.0,ZENTIVA K.S.,C    MARTINEZ VILLERGAS,MADRID,MADRID,28027,917245719
E7227,51.0,MEDILENS,KIFISSIAS AVENUE,ATENAS, ,11526, 
E7230,5.0,GLOB LIMITED,CRTA DELAMARE,MIDDLESEX, ,UB4 0,447933306162
E7231,5.0,CLINIGEN HEALTHCARE LTD,"PITCAIRN HOUSE, FIRST AVENUE",STAFFORDSHIRE, ,DE14,
E7232,7.0,ESSETI FARMACEUTICI S.R.L.,VIA CAVALLI DI BRONZO,SAN GIORGIO A CREMANO,NÁPOLES,80046,
E7235,5.0,LUPIN EUROPE LTD,"VICTORIA COURT, BEXTON ROAD",KNUTSFORD,CHESHIRE,WA16,44156751378
E7245,6.0,SUBSTIPHARM,RUE ERLANGER,PARIS, ,75016,
E7248,47.0,NATIONAL CENTRE FOR NUCLEAR RESEARCH,C    ANDRZEJ SOLTAN,OTWOCK, ,05-40,+48227180700
E7250,59.0,ARCHIE SAMUEL S.R.O,SLUNNÁ 16,BRNO, ,617 0,
E7251,25.0,IPCA PRODUCTOS FARMACEUTICOS UNIPESSOAL,"RUA JOSE NOGUEIRA VAZ, LOTE 104-LJ ESQ", ,POVOA DE SANTA IRIA,2625-,
E7252,6.0,JUVISE PHARMACEUTICALS,BOULEVARD DE STALINGRAD, ,VILLEURBANNE,69100,33426294000
E7265,12.0,ACINO AG,AM WINDFELD,MIESBACH, ,83714,
E7275,12.0,FAIR-MED HEALTHCARE GMBH,PLANCKSTRASSE,HAMBURGO, ,22765,
E7304,1.0,VERTEX PHARMACEUTICALS (U.K.) LIMITED,C/   MARQUÉS DE VILLAMAGNA,MADRID,MADRID,28001,
E7326,6.0,ZYDUS FRANCE,RUE DES PEUPLIERS,NANTERRE, ,92000,
E7335,6.0,LUCANE PHARMA S.A.,RUE DE CHARONNE,PARIS, ,75011,33153868750
E7341,5.0,BASILEA MEDICAL LTD,FREDERICK SANGER ROAD,GUILDFORD SURREY, ,GU2 7,44148360009
E7342,46.0,AMNEAL PHARMA EUROPE LIMITED,SIR JOHN ROGERSON''S QUAY,DUBLIN, ,,
E7345,15.0,EVER NEURO PHARMA GMBH,,UNTERACH, ,A-486,
E7358,6.0,INSTITUT GEORGES LOPEZ,"PARC TERTIAIRE DU BOIS DIEU, RN6 - 1 ALLEE DES CHEVREUILS",LISSIEU,LISSIEU,F-693,
E7367,25.0,HIKMA FARMACEUTICA LDA,ESTRADA DO RIO DA MÓ,TERRUGEM SNT,PORTUGAL,2705-,
E7369,17.0,EUMEDICA N.V,WINSTON CHURCHILL,BRUSELAS,BRUSELAS,1180,902112164
E7371,51.0,PHAROS -PHARMACEUTICAL,LESVOU STR. (END),METAMORFOSSI ATTIKIS,METAMORFOSSI ATTIKIS,14452,
E7374,5.0,STRAVENCON LTD,"LANDMARK HOUSE, 17 HANOVER SQUARE, MAYFAIR",LONDRES, ,W1S 1,
E7380,17.0,HCS BVBA,H. KENNISSTRAAT,EDEGEM,EDEGEM,B 265,
E7381,1.0,AGFA HEALTHCARE NV,C/   PROVENZA,BARCELONA,BARCELONA,08025,934767730
E7382,45.0,INFOMED FLUIDS,THEODOR PALLADY,BUCAREST, ,03226,40213450222
E7384,17.0,NIKKISO BELGIUM BVBA,INDUSTRIEPARK,TIENEN, ,3300,
E7393,1.0,NICOX PHARMA SPAIN,PASEO DE LA CASTELLANA,MADRID,MADRID,28046,91 790 67 87
E7394,5.0,ATNAHS PHARMA,"SOVEREIGN HOUSE, MILES GRAY ROAD",BASILDON,ESSEX,SS14,931696551
E7402,5.0,GLENMARK PHARMACEUTICALS,2B DRAYCOTT AVENUE,KENTON,MIDDLESEX,HA3 0,
E7405,6.0,BIOPROJET PHARMA,9 RUE RAMEAU,PARIS,PARIS,75002,
E7415,12.0,NEOVII BIOTECH GMBH,AM HAAG,GRÄFELFING,GRÄFELFING,D-821,49 898 988 88 25
E7417,6.0,LABORATOIRE FRANCAIS DU FRACTIONNEMENT,AVENUE DES TROPIQUES,LES ULIS, ,91940,+33(0)169827010
E7418,12.0,MIP PHARMA GMBH,KIRKELER STR,BLIESKASTEL,BLIESKASTEL,66440,49(0)684296090
E7422,5.0,EMCURE PHARMA UK LIMITED,HOWARD ROAD,CAMBRIDGESHIRE, ,PE19,
E7429,32.0,AJ VACCINES A/S,ARTILLERIVEJ,COPENHAGUE S, ,DK-23,
E7433,15.0,EVER VALINJECT GMBH,OBERBURGAU, ,UNTERACH,A-486,
E7444,1.0,LABORATOIRES BAILLEUL,C/   RAIMUNDO FERNÁNDEZ VILLAVERDE,MADRID,MADRID,28003,615741463
E7446,25.0,"MEDOCHEMIE IBERIA, S.A.",RUA JOSÉ MARIA NICOLAU,SÃO DOMINGOS DE BENFICA,LISBOA,1500,
E7460,12.0,HWI PHARMA SERVICES GMBH,RHEINZABERNER STRASS,RUELZHEIM,RUELZHEIM,76761,
E7468,68.0,AKCIJU SABIEDRIBA KALCEKS,KRUSTPILS IELA,RIGA,RIGA,LV-10,
E7473,5.0,WE PHARMA,"THE LIGHT BOX,  POWER ROAD",CHISWICK,LONDON,W4 5P,+442080048187
E7484,24.0,ATNAHS PHARMA NETHERLANDS B.V.,ATRIUM BUILDING,AMSTERDAM,AMSTERDAM,1077,
E7485,6.0,LABORATOIRES GERDA,RUE ERLANGER,PARIS,PARIS,75016,
E7494,24.0,CLINIGEN HEALTHCARE B.V.,SCHIPHOL BOULEVARD,SCHIPHOL, ,1118B,
E7876,1.0,PHARMADUS,POL  CAMPONARAYA,CAMPONARAYA,LEON,24410,987464072
E8001,1.0,PHARMADUS.,"POLIGONO INDUSTRIAL CAMPONARAYA, SECTOR 2",CAMPONARAYA,LEON,24410,987464072
E8002,1.0,MANASUL INTERNACIONAL,CRTA ORENSE,PONFERRADA,LEON,24400,987415942
E8136,1.0,MORALES SOLER,AVDA ORTEGA Y GASSET,MALAGA,MALAGA,29196,952353886
E8600,1.0,QUIMIPLAS,CTRA SANT CUGAT,BARCELONA,BARCELONA,08035,934170511
E8601,1.0,VIRGEN ESTRELLA,C    MERIDA,LOS SANTOS DE MAIMONA,BADAJOZ,06230,924544094
E8642,1.0,ORDESA.,CTRA DEL PRAT,SANT BOI DE LLOBREGAT,BARCELONA,08830,936529237
E8717,1.0,SORRIBAS,C/   SANTIAGO RUSIÑOL,POLINYA DEL VALLES,BARCELONA,08213,937132324
E8735,1.0,LAVIGOR 7000,POL  UGALDEGUREN I,DERIO,BIZKAIA,48160,944544200
E8748,1.0,MACOESA,PSJ  CAUDAL,MALAGA,MALAGA,29006,952319614
E8759,1.0,BYK ELMU,C    FRANCISCA DELGADO,ALCOBENDAS,MADRID,28108,917149900
E8774,1.0,YSANA,C/   MIGUEL CRUSAFONT PAIRO,SANT QUIRZE DEL VALLES,BARCELONA,08192,937112812
E8776,1.0,ZEA MAIS,C/   ANSAR,MADRID,MADRID,28047,914637537
E8816,1.0,MILVUS,C/   VALLE DEL SILENCIO,LEON,LEON,24009,987236271
E8838,1.0,NATYSAL,C/   MOLINO,MECO,MADRID,28880,918876055
E8890,1.0,V.C.S. FARMA,C/   PLÀSTIC,BADALONA,BARCELONA,08915,934970596
E9000,1.0,FORMULA MAGISTRAL INTEROPERABILIDAD,, , ,,
E9484,1.0,ESPSILON,C/   PUERTO NAVACERRADA,MOSTOLES,MADRID,28935, 
E9610,49.0,MALCOSA,AVDA ACROPOLIS,STROVOLOS. NICOSIA, ,, 
E9870,1.0,DEYSANKA,C    ELENA SORIANO,MALAGA,MALAGA,29006,952335988
E9871,12.0,INFAI GMBH,CL   GOTTFRIED-HAGEN-STR.,COLONIA, ,D-511,0221880443
E9995,1.0,ENIA LIPOTECH,C/   GRANJA,MADRID,MADRID,28108,
E9996,1.0,MAB DENTAL,CORCEGA,BARCELONA,BARCELONA,08029,933638555
E9998,1.0,CENTRO PET COMPLUTENSE SA,C    MANUEL BARTOLOME COSSIO,MADRID,MADRID,28040,915344896
E9999,,INO THERAPEUTICS,, , ,, 
P0001,1.0,ABBOTT LAB,AVDA. DE BURGOS,MADRID,MADRID,28050,901200102
P0002,1.0,NUTRICION MEDICA,C/   AREQUIPA,MADRID,MADRID,28043,
P0003,1.0,SCAN-BCN*,"C/   PERE CATALA, 30-36 L-1",CABRERA DE MAR,BARCELONA,08349,
P0004,1.0,TECNISAN*,"POL. IND. EL MESSELL,",EL CAMPELLO,ALICANTE,03560,
P0005,1.0,BIOLINE SUPPLY,C/   CALDEREROS,HONTORIA,SEGOVIA,40195,
P0006,1.0,DIMEFAR,POLIGONO MULTINDUS,SANT FELIU DE LLOBREGAT,BARCELONA,08980,934188660
P0007,1.0,BIONET MEDICAL,C/   CALDEREROS,HONTORIA (SEGOVIA),SEGOVIA,40195,
P0008,1.0,ROBIS,C/   3,ALBOLOTE,GRANADA,18220,
P0009,1.0,ABOCA,C/   JAUME COMAS I JO,MATARO,BARCELONA,08304,
P0010,1.0,NATURA BISSE,C/   ARTESANS,CERDANYOLA DEL VALLES,BARCELONA,08290,
P0011,1.0,ALDO-UNION,C/   BARONESA DE MALDA,ESPLUGUES DE LLOBREGAT,BARCELONA,08950,
P0012,1.0,ESTEL FARMA,C/   LA FRANÇA XICA,BARCELONA,BARCELONA,08004,
P0013,1.0,MUÑOZ CARO,AVDA DE EUROPA,MADRID,MADRID,28023,
P0014,1.0,ZOKILS*,POL IND-III C/7,ALBORAYA,VALENCIA,46120,
P0015,1.0,ALTER LAB,C/   MATEO INURRIA,MADRID,MADRID,28036,
P0016,1.0,LA LEONESA(*),CTRA ORENSE,PONFERRADA,LEON,24400,987415942
P0017,1.0,HOMOEOFAR,C/   PASSATGE DEL TREBALL,BARCELONA,BARCELONA,08019,933120962
P0018,1.0,COINCOR,C/   RUZAFA,VALENCIA,VALENCIA,46006,
P0019,1.0,EUDISCOM,ARTE, ,MADRID,28033,917664313
P0020,1.0,QUIMVERSION*,AVDA DE LA PAZ,TARAZONA,ZARAGOZA,50500,
P0021,1.0,BEDAR,POLIGONO UGARTE CALLE ALTA NAVE C8,ZARATAMO,BIZKAIA,48480,
P0022,1.0,DIAFARM,AV.  D'ARRAONA 119-123,BARBERA DEL VALLES,BARCELONA,08210,937192120
P0023,1.0,JALSOSA,CAMINO DE FITENA,PINOS PUENTE,GRANADA,18240,958459050
P0024,1.0,INTERAPOTHEK,CTRA SANTOMERA -ABANILLA,MATANZAS-SANTOMERA,MURCIA,30140,968277500
P0025,1.0,ANROCH*,METANO,TORREJON DE ARDOZ,MADRID,28850,
P0026,1.0,CCD HIGIENE *,CABALLERO DE RODAS,TORREVIEJA,ALICANTE,03181,
P0027,1.0,CAPEL C,C/   PALAUTORDERA,LLINARS DEL VALLES,BARCELONA,08450,
P0028,1.0,PEJOSECA,C/   ENCINA,AGÜIMES,LAS PALMAS,35118,928125400
P0029,1.0,BIOSALUD Y ECOLOGIA,C/   VENCEJO,GALAPAGAR,MADRID,28260,918589393
P0030,1.0,SALUDFAR,CAMINO DE REJAS,COSLADA,MADRID,28820,
P0031,1.0,FINEMAN,C    CAMILO JOSE CELA,NAVALCARNERO,MADRID,28600,
P0032,1.0,MARPOMA,C/   CASAS DEL SURESTE,LA UNION,MURCIA,30360,968560752
P0033,1.0,PINO*,C/   REY FRANCISCO, ,MADRID,28008,
P0034,1.0,ANGELINI FCA,C/   OSI,BARCELONA,BARCELONA,08034,932534500
P0035,1.0,CHUPA-CHUPS,C/   LES MASIES,SANT ESTEVE SESROVIRES,BARCELONA,08635,
P0036,1.0,LA PIRENAICA,PASSATGE DE COLL,BARCELONA,BARCELONA,08019,
